,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
1091,-0.82842,1.65806,0.26625,0.49405,False,Hamstrings,-0.62967,7.07278,-3.00626,3.82426
1092,0.60118,-0.88687,0.32263,0.30631,True,Ear Lobe,-1.30823,-0.10670,-2.48299,0.08308
1093,0.62827,-2.61563,0.23571,0.51669,True,Ear Lobe,4.64932,0.46187,-1.68264,-0.11252
1094,0.32276,3.68610,0.03238,0.45349,False,Hamstrings,3.47644,5.79942,1.63193,2.38565
1095,0.18784,0.93643,0.11776,0.53457,False,Hamstrings,5.03926,0.84335,2.17191,3.50335
1096,-0.39902,0.31993,0.22030,0.37932,True,Hamstrings,-2.19848,0.53878,2.17191,3.50335
1097,-3.99381,1.10713,-0.04464,0.45919,False,Hamstrings,-0.39293,4.27204,2.22094,3.97218
1098,-1.53463,-2.17367,0.42296,0.38330,True,Ear Lobe,-3.62446,1.95074,-1.63004,2.46233
1099,-2.55214,-1.55849,0.03449,0.47356,True,Ear Lobe,1.32756,-0.52272,2.40210,2.13691
1100,-0.73553,-0.93916,0.23020,0.33465,True,Ear Lobe,-1.64782,2.75541,-2.79977,1.97949
1101,-0.50408,1.21925,0.14186,0.41450,False,Hamstrings,-0.97163,-0.56344,-2.07561,0.35489
1102,-0.66766,0.57472,0.05305,0.38836,False,Hamstrings,0.00431,1.10936,2.72582,-0.36998
1103,0.46084,0.67040,0.19794,0.23329,False,Hamstrings,1.63275,3.42276,2.61313,1.42293
1104,-1.84219,-0.55188,0.09970,0.41382,True,Ear Lobe,4.48155,5.56049,1.29673,1.48606
1105,-0.03084,4.67125,0.16312,0.49685,False,Hamstrings,3.56364,-1.51803,1.29673,1.48606
1106,-2.08495,-0.09060,0.23646,0.27061,True,Tongue,2.07221,3.42638,2.81107,0.48015
1107,-1.31459,-0.17310,0.03081,0.45060,True,Ear Lobe,3.83906,3.53781,3.02341,3.08840
1108,-1.14711,-1.12898,0.01705,0.10520,True,Ear Lobe,-0.89012,2.36533,-0.09746,1.82343
1109,2.91540,3.69620,0.16641,0.66011,False,Hamstrings,1.09485,1.33621,-0.09746,1.82343
1110,-1.70700,0.83285,0.02604,0.41475,False,Hamstrings,0.14481,2.13343,0.29605,1.44825
1111,4.09107,-2.25046,0.04841,0.47329,True,Ear Lobe,3.60885,-2.80999,0.29605,1.44825
1112,1.16581,-0.60602,0.07625,0.22000,True,Ear Lobe,1.47729,0.22124,1.65094,1.23901
1113,1.58639,-1.45227,-0.01882,0.49678,True,Ear Lobe,2.56222,2.25552,2.69314,0.42656
1114,-1.01955,0.67724,0.07347,0.68731,True,Hamstrings,0.21834,3.98605,-0.22497,-0.43509
1115,2.27543,-2.59345,0.02840,0.10196,True,Ear Lobe,2.61246,2.22553,-2.79580,1.33514
1116,7.00517,-3.59644,0.31012,0.47782,True,Ear Lobe,-0.37806,1.38721,-1.43364,0.54615
1117,0.55951,-1.81293,-0.03357,0.36519,True,Ear Lobe,-3.59821,-0.29086,-1.43364,0.54615
1118,-2.20905,-0.07476,0.23690,0.32177,True,Tongue,1.46910,0.87238,-5.45739,0.87361
1119,-1.65921,0.80586,0.18507,0.30383,False,Hamstrings,-3.57044,6.13855,-3.26027,-1.21382
1120,-4.17510,2.18453,0.11396,0.54512,False,Hamstrings,3.04138,-1.16267,-0.96007,-0.38700
1121,-1.80465,1.22243,0.08337,0.39834,False,Hamstrings,3.33423,2.30774,-2.09479,0.60903
1122,-1.71333,-1.66742,0.18831,0.41780,True,Ear Lobe,1.53649,5.06700,0.67185,1.20711
1123,-1.99324,-1.40404,0.32246,0.41100,True,Ear Lobe,-1.69048,0.28087,-1.47028,0.07790
1124,-1.50477,0.61548,-0.07019,0.22148,False,Trapeziums,3.56391,2.04625,-1.47028,0.07790
1125,2.37795,-0.40373,0.06714,0.45564,True,Ear Lobe,-3.43304,-1.03562,-1.47028,0.07790
1126,-0.59357,-0.62887,0.24509,0.34115,True,Ear Lobe,3.43883,1.07554,1.89562,1.65168
1127,-3.27388,-0.85556,0.27740,0.71402,True,Ear Lobe,1.69943,-0.60410,1.89562,1.65168
1128,0.07132,2.48694,0.20767,0.32780,False,Hamstrings,-1.40490,1.87606,-1.74826,2.52261
1129,-0.43838,0.48872,0.07489,0.38667,False,Hamstrings,6.15081,2.06687,3.39034,1.35932
1130,-2.08363,1.20039,0.11782,0.48841,False,Hamstrings,4.21252,0.20162,-1.77970,1.46424
1131,-1.09150,1.03340,0.15748,0.50497,False,Hamstrings,1.82463,2.76348,3.32945,0.54494
1132,0.79284,0.46784,0.09265,0.36040,False,Hamstrings,4.09279,1.29102,3.32945,0.54494
1133,1.60206,1.07543,0.04296,0.67387,False,Hamstrings,6.06438,0.76920,3.32945,0.54494
1134,0.29187,-0.29393,0.18091,0.34939,True,Ear Lobe,0.55593,0.10319,0.94110,-0.02792
1135,0.41403,2.76898,0.06423,0.64523,False,Hamstrings,3.03394,2.61000,0.57047,-1.10874
1136,-2.40270,-0.80814,0.15378,0.47488,True,Ear Lobe,2.94171,2.45131,3.66690,2.03515
1137,-0.82061,0.36864,0.06538,0.40515,True,Glutes,-0.04920,5.90284,1.96007,3.08014
1138,-1.36557,-2.30568,0.14700,0.34909,True,Ear Lobe,-0.45698,1.61588,1.96007,3.08014
1139,-2.80148,-0.58153,0.24325,0.26733,True,Ear Lobe,-2.60986,1.85718,-1.98183,1.24627
1140,-0.99572,3.92087,0.11345,0.37934,False,Hamstrings,1.84440,-0.91088,4.36894,0.06124
1141,3.01340,2.01613,0.21152,0.27643,False,Hamstrings,4.80193,3.01505,1.35857,-0.09251
1142,2.03110,1.06593,-0.02560,0.42018,False,Hamstrings,-0.83404,3.79271,-3.03852,1.30489
1143,-1.30308,0.33861,-0.19350,0.45138,True,Pectorials,2.61438,2.10415,-3.03852,1.30489
1144,0.87573,-2.53103,0.12596,0.44842,True,Ear Lobe,-2.77343,1.23768,-0.87535,-0.48118
1145,-1.18386,2.53577,-0.06831,0.21655,False,Hamstrings,4.29831,-0.12937,-0.87535,-0.48118
1146,0.44547,-0.43238,0.05407,0.45979,True,Ear Lobe,3.81281,2.91828,-3.32220,-1.22398
1147,2.77586,0.44340,0.12077,0.14824,False,Trapeziums,2.61322,0.70986,2.33928,1.15516
1148,4.61995,-0.34097,-0.17895,0.36525,True,Ear Lobe,3.03922,1.82486,2.33928,1.15516
1149,-2.31145,1.88998,-0.10529,0.28267,False,Hamstrings,1.27504,-1.18219,2.33928,1.15516
1150,-5.17222,5.62008,0.06738,0.47320,False,Hamstrings,-0.11902,1.18963,-1.84278,2.92091
1151,-0.08362,-0.00268,0.16431,0.16035,True,Ear Lobe,-1.17126,3.55460,0.87243,0.20529
1152,0.92834,2.24886,0.29327,0.65327,False,Hamstrings,2.44606,-0.14913,0.87243,0.20529
1153,1.18209,-1.95289,0.13254,0.37997,True,Ear Lobe,-1.42645,3.58770,-0.99158,-0.07455
1154,-1.29393,0.78939,0.42791,0.42114,False,Hamstrings,2.34080,3.72171,-3.32204,1.23621
1155,-1.61782,-1.46247,0.07775,0.60429,True,Ear Lobe,1.59682,-1.41719,-3.32204,1.23621
1156,-0.20966,1.39652,0.02543,0.48480,False,Hamstrings,3.34070,2.66966,2.92341,-0.72593
1157,4.01966,2.32617,-0.08616,0.53152,False,Hamstrings,4.89323,0.84281,-2.18470,1.09362
1158,-0.47120,-1.60684,-0.15489,0.36311,True,Ear Lobe,1.04731,-1.94091,-2.18470,1.09362
1159,-2.44201,1.53158,0.32742,0.43354,False,Hamstrings,4.67258,4.25650,-0.95105,0.46760
1160,1.70953,-0.57930,-0.04350,0.49980,True,Ear Lobe,2.87410,-0.86046,-0.95105,0.46760
1161,0.77794,2.76323,0.06387,0.42643,False,Hamstrings,3.60635,0.14452,-0.95105,0.46760
1162,3.32931,-0.49824,-0.01830,0.60757,True,Ear Lobe,-1.60993,0.68622,-0.95105,0.46760
1163,-0.41587,0.93853,0.05385,0.42955,False,Hamstrings,1.17482,6.36320,-2.78667,-1.98763
1164,-0.65922,-0.85901,0.09919,0.57860,True,Ear Lobe,4.80869,0.71548,-2.78667,-1.98763
1165,0.98241,-0.57178,0.35607,0.56531,True,Ear Lobe,-2.07227,-0.79114,-2.78667,-1.98763
1166,1.04033,0.37312,0.28348,0.36722,False,Hamstrings,-0.33839,0.52366,-1.42716,0.83738
1167,-2.59847,1.57857,-0.03741,0.58250,False,Hamstrings,6.46624,0.36770,-1.42716,0.83738
1168,0.97012,1.74023,0.38440,0.37589,False,Hamstrings,-2.72318,0.73210,-1.54460,2.84371
1169,1.31341,1.56850,0.25187,0.64287,False,Hamstrings,-1.52456,2.08461,-1.54460,2.84371
1170,-3.13323,0.64196,0.09758,0.55721,False,Hamstrings,2.80189,1.46096,2.01729,0.94098
1171,-1.16464,1.04054,0.04452,0.27925,False,Hamstrings,1.27430,4.71134,1.39938,2.19678
1172,2.03144,-0.46914,0.16798,0.35699,True,Ear Lobe,3.79765,-1.62263,1.39938,2.19678
1173,2.44028,-0.34721,-0.00718,0.48421,True,Ear Lobe,1.06953,1.14634,2.15493,2.08313
1174,2.33318,-0.46905,0.10317,0.58182,True,Ear Lobe,1.95382,-0.38313,2.15493,2.08313
1175,1.05860,-4.40352,0.08481,0.62448,True,Ear Lobe,0.93051,4.20259,-0.97239,2.22504
1176,-1.69957,1.92295,0.02059,0.52600,False,Hamstrings,2.11142,2.63962,-0.99373,-0.14353
1177,-1.88564,-0.42660,0.23118,0.76509,True,Pectorials,3.57464,0.49051,-0.99373,-0.14353
1178,0.79116,2.17212,0.06710,0.60020,False,Hamstrings,4.02778,7.77260,-1.31702,-0.08253
1179,0.47641,-0.90552,-0.06170,0.56045,True,Ear Lobe,2.59535,2.21553,-4.51657,2.05985
1180,-0.33590,0.17618,0.14345,0.35406,True,Deltoids,-1.06065,-0.75953,-1.58103,1.72235
1181,-3.81497,4.15370,0.02478,0.33541,False,Hamstrings,-1.22290,-0.74348,-2.20049,0.76530
1182,-2.05225,4.44686,0.16886,0.35627,False,Hamstrings,0.02400,-0.35376,-2.20049,0.76530
1183,0.62695,0.76153,-0.04392,0.22104,False,Hamstrings,-3.35001,1.99659,-3.07901,0.91946
1184,2.57313,-1.71445,0.14489,0.20229,True,Ear Lobe,-0.04671,2.03452,0.44358,1.06473
1185,-1.47536,1.17738,0.04454,0.52569,False,Hamstrings,-0.59209,-0.40674,0.28160,0.72842
1186,-0.40713,1.76890,0.16081,0.33789,False,Hamstrings,5.11067,3.92490,3.56035,2.20680
1187,1.09183,-3.58643,0.08038,0.24965,True,Ear Lobe,1.11476,2.29232,1.27592,1.04741
1188,-0.25531,-2.84056,-0.02237,0.39019,True,Ear Lobe,2.71678,3.60177,1.27592,1.04741
1189,-2.33410,3.85557,0.00926,0.07703,False,Hamstrings,-4.64439,0.57238,-2.41613,0.83773
1190,1.46627,2.19380,0.31072,0.53586,False,Hamstrings,-0.67466,6.16297,-2.98876,-0.58085
1191,-2.19896,1.83843,-0.02795,0.10537,False,Hamstrings,0.31627,0.29040,-1.85421,0.10096
1192,-0.41636,3.21172,0.20215,0.37323,False,Hamstrings,0.67388,1.50892,-1.85421,0.10096
1193,0.84838,0.11231,0.11648,0.13395,True,Ear Lobe,2.00246,3.55690,2.27567,2.70703
1194,0.54973,-0.59115,0.03125,0.53953,True,Ear Lobe,1.82404,0.75840,2.27567,2.70703
1195,1.37279,2.22456,-0.09117,0.19817,False,Hamstrings,3.94991,-1.65982,2.27567,2.70703
1196,-1.25472,2.23063,0.11253,0.55760,False,Hamstrings,0.76203,4.73117,3.20922,1.82136
1197,3.83741,0.22973,0.06633,0.20390,False,Tongue,0.04296,5.27908,-0.78667,-1.09352
1198,-0.71839,0.89838,0.39424,0.45744,False,Hamstrings,3.21820,0.85129,-4.31590,0.26342
1199,-0.16070,0.88267,-0.05209,0.33645,False,Hamstrings,1.13657,-1.78468,-4.31590,0.26342
1200,-2.38338,-1.33831,0.16221,0.33455,True,Ear Lobe,4.41662,0.54804,1.72671,1.64872
1201,0.31837,1.05057,0.08307,0.23987,False,Hamstrings,-5.27716,3.65124,-2.58093,-0.54267
1202,0.59889,2.29420,0.12111,0.49927,False,Hamstrings,-0.83240,-1.09339,2.53549,-0.74341
1203,1.44669,2.03449,0.04725,0.23063,False,Hamstrings,2.56029,2.62634,2.53549,-0.74341
1204,0.61790,-1.88660,0.09416,0.54973,True,Ear Lobe,1.62060,3.07412,3.23882,2.07688
1205,0.74575,-0.01797,-0.02103,0.09449,True,Ear Lobe,1.65024,1.27469,-2.37170,1.60400
1206,3.37830,-3.46891,0.16547,0.51038,True,Ear Lobe,0.75685,4.15017,4.47848,2.86883
1207,-0.70522,0.67762,0.09057,0.45948,False,Hamstrings,-2.27954,1.37579,3.03880,3.49601
1208,0.23314,0.00783,0.12438,0.22302,True,Ear Lobe,3.07955,0.95834,1.81852,-1.49465
1209,1.21384,-2.94065,0.02398,0.34539,True,Ear Lobe,2.11033,0.37179,0.06083,-1.53553
1210,1.11348,0.12410,0.24764,0.24988,True,Deltoids,-2.56283,3.21707,-2.34916,-1.63385
1211,-2.05049,0.29947,0.16547,0.50178,True,Hamstrings,2.21545,1.20826,-2.34916,-1.63385
1212,-0.64481,-1.46297,0.27383,0.34481,True,Ear Lobe,-1.26822,-0.58141,-2.87173,0.12799
1213,0.65578,-1.46416,-0.20993,0.42227,True,Ear Lobe,0.58306,-2.11928,-2.87173,0.12799
1214,-1.56902,-1.59655,0.15024,0.30816,True,Ear Lobe,1.11798,1.52848,-1.09901,2.72906
1215,-0.62901,-3.40264,0.29581,0.64573,True,Ear Lobe,-1.15389,2.46529,-1.48702,-1.45097
1216,1.01378,-1.02018,0.22684,0.57735,True,Ear Lobe,2.39959,4.43916,-1.55519,1.14541
1217,-1.92279,-2.18980,0.28099,0.25954,True,Ear Lobe,2.58759,4.75218,1.45958,1.91940
1218,1.39867,1.25900,0.12103,0.47219,False,Hamstrings,3.48669,1.50417,-2.89922,2.60394
1219,-0.98527,-0.72321,-0.01719,0.32596,True,Ear Lobe,0.61595,3.52230,-2.26767,0.19594
1220,3.60999,1.18037,-0.01533,0.17417,False,Hamstrings,0.90378,2.73144,-2.74019,0.02996
1221,4.80076,-4.73734,0.14539,0.36692,True,Ear Lobe,-2.13854,1.50212,-2.74019,0.02996
1222,-3.78966,-2.16130,0.09304,0.43891,True,Ear Lobe,3.35495,4.50133,0.15031,0.72202
1223,-0.20681,1.50526,0.07863,0.49293,False,Hamstrings,4.70357,1.51469,2.06630,0.21971
1224,1.66469,1.18345,0.22012,0.52043,False,Hamstrings,0.41683,1.35351,-1.78541,-0.97296
1225,-0.65166,0.38746,-0.02227,0.39295,True,Trapeziums,5.09329,1.84654,3.72925,-0.02513
1226,0.43773,-0.56859,0.12233,0.36336,True,Ear Lobe,3.54107,0.20136,3.72925,-0.02513
1227,-0.63189,2.03182,-0.04708,0.46947,False,Hamstrings,-1.78708,0.49954,-0.59537,0.87154
1228,-0.29821,4.23353,-0.11981,0.31048,False,Hamstrings,0.81441,-2.74758,-0.59537,0.87154
1229,1.01188,2.38466,0.04974,0.65311,False,Hamstrings,2.08855,1.51068,-0.59537,0.87154
1230,-2.87386,-0.07424,0.04616,0.42255,True,Ear Lobe,0.52236,1.25600,-0.59537,0.87154
1231,-2.31080,1.45567,0.00243,0.31436,False,Hamstrings,0.08352,0.78250,-3.25376,2.94492
1232,1.88140,-0.48282,0.09977,0.33004,True,Ear Lobe,2.49366,-0.95507,5.28475,2.44255
1233,-0.43006,0.05002,0.10267,0.41353,True,Pectorials,2.45505,-0.51865,5.28475,2.44255
1234,0.44290,-0.35846,0.05855,0.09441,True,Ear Lobe,-0.51980,4.53971,-3.15044,-0.57475
1235,1.11631,-2.54035,0.11182,0.42473,True,Ear Lobe,0.31182,2.57733,-2.13282,0.27449
1236,4.25434,-5.11382,0.08258,0.63043,True,Ear Lobe,4.20719,-1.12929,4.48748,0.94400
1237,0.70071,3.12652,0.12449,0.42548,False,Hamstrings,2.42451,1.43745,-1.15823,2.30314
1238,-0.79166,-2.22596,0.04701,0.40343,True,Ear Lobe,0.31031,2.81038,2.89136,-1.53656
1239,-5.13399,2.48488,0.01273,0.18267,False,Hamstrings,1.45760,-2.26149,2.89136,-1.53656
1240,-0.41895,3.52548,0.28267,0.43596,False,Hamstrings,1.16766,0.35650,2.89136,-1.53656
1241,4.11319,1.03548,0.10051,0.68743,False,Hamstrings,1.94182,3.89779,2.89136,-1.53656
1242,-0.26817,1.64606,-0.04377,0.27410,False,Hamstrings,4.62700,3.15231,2.89136,-1.53656
1243,0.68729,-2.25418,-0.11433,0.23854,True,Ear Lobe,-2.93324,1.38311,-1.25124,0.43030
1244,-1.82711,-2.84451,0.24151,0.37252,True,Ear Lobe,0.71568,1.62462,0.74571,1.49509
1245,1.38735,3.65677,0.00684,0.41526,False,Hamstrings,0.52819,1.94701,-1.12800,2.09885
1246,1.16358,2.18642,0.30127,0.52599,False,Hamstrings,3.11593,2.69429,-1.12800,2.09885
1247,-0.17225,0.05507,-0.01668,0.51272,True,Pectorials,3.55794,-2.34370,-2.57959,0.69318
1248,-1.74649,2.48738,-0.02984,0.49987,False,Hamstrings,3.13062,0.92754,-2.57959,0.69318
1249,-1.66810,0.42616,0.02154,0.26667,False,Trapeziums,-0.32954,-0.82851,-2.57959,0.69318
1250,2.17834,-1.96349,0.17729,0.54589,True,Ear Lobe,0.53534,1.20235,-1.52759,6.13577
1251,-3.46020,-0.42757,0.14107,0.69764,True,Tongue,1.56398,0.22496,-1.52759,6.13577
1252,-0.56850,-0.13615,0.33401,0.31157,True,Pectorials,1.32236,1.84960,-1.23086,0.88920
1253,1.64637,0.34198,0.00534,0.35765,True,Trapeziums,3.94044,5.43747,0.42150,-1.97859
